Type,Delivery,API,,,,,,,,,,,,,,,,,,,,,,
BULK INGREDIENT,NOT APPLICABLE,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON HYDROCHLORIDE - UNII:NMH84OZK2B),1 g  in 1 g,,,,,,,,,,,,,,,,,,,,,250 g in 1 JAR;
HUMAN PRESCRIPTION DRUG,"INTRAVENOUS, INTRAMUSCULAR",ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),2 mg  in 1 mL,SODIUM CHLORIDE (UNII: 451W47IQ8X), ,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP), ,METHYLPARABEN (UNII: A2I8C7HI9T), ,PROPYLPARABEN (UNII: Z8IX2SC1OH), ,TRISODIUM CITRATE DIHYDRATE (UNII: B22547B95K), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,1 in 1 CARTON;20 mL in 1 VIAL; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),4 mg  in 5 mL,ANHYDROUS CITRIC ACID (UNII: XF417D3PSL), ,GLYCERIN (UNII: PDC6A3C0OX), ,SACCHARIN SODIUM ANHYDROUS (UNII: I4807BK602), ,SODIUM BENZOATE (UNII: OJ245FE5EU), ,WATER (UNII: 059QF0KO0R), ,"SODIUM CITRATE, UNSPECIFIED FORM (UNII: 1Q73Q2JULR)", ,,,,,,,,,"1 in 1 CARTON;50 mL in 1 BOTTLE, GLASS; Type 0: Not a Combination Product;"
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),4 mg,ANHYDROUS LACTOSE (UNII: 3SY5LH9PMK), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,TRIACETIN (UNII: XHX3C3X673), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,HYPROMELLOSE 2910 (6 MPA.S) (UNII: 0WZ8WG20P6), ,,,,,,,30 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;1000 in 1 BOTTLE; Type 0: Not a Combination Product;1 in 1 CARTON;3 in 1 BLISTER PACK; Type 0: Not a Combination Product;10 in 1 CARTON;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),8 mg,ANHYDROUS LACTOSE (UNII: 3SY5LH9PMK), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,TRIACETIN (UNII: XHX3C3X673), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,HYPROMELLOSE 2910 (6 MPA.S) (UNII: 0WZ8WG20P6), ,FERRIC OXIDE YELLOW (UNII: EX438O2MRT), ,,,,,30 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;1000 in 1 BOTTLE; Type 0: Not a Combination Product;1 in 1 CARTON;3 in 1 BLISTER PACK; Type 0: Not a Combination Product;10 in 1 CARTON;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),24 mg,ANHYDROUS LACTOSE (UNII: 3SY5LH9PMK), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,TRIACETIN (UNII: XHX3C3X673), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,HYPROMELLOSE 2910 (6 MPA.S) (UNII: 0WZ8WG20P6), ,FERRIC OXIDE RED (UNII: 1K09F3G675), ,,,,,1 in 1 CARTON;1 in 1 BLISTER PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),16 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,Hypromellose 2910 (5 Mpa.S) (UNII: R75537T0T4), ,lactose monohydrate (UNII: EWQ57Q8I5X), ,magnesium stearate (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,"Polyethylene Glycol, Unspecified (UNII: 3WJQ0SDW1A)", ,"STARCH, CORN (UNII: O8232NY3SJ)", ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,titanium dioxide (UNII: 15FIX9V2JP), ,,,30 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 CARTON;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),4 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,Hypromellose 2910 (5 Mpa.S) (UNII: R75537T0T4), ,lactose monohydrate (UNII: EWQ57Q8I5X), ,magnesium stearate (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,"Polyethylene Glycol, Unspecified (UNII: 3WJQ0SDW1A)", ,"STARCH, CORN (UNII: O8232NY3SJ)", ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,titanium dioxide (UNII: 15FIX9V2JP), ,,,30 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOX;10 in 1 DOSE PACK; Type 0: Not a Combination Product;3 in 1 BOX;1 in 1 DOSE PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),8 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,Hypromellose 2910 (6 Mpa.S) (UNII: 0WZ8WG20P6), ,FERRIC OXIDE YELLOW (UNII: EX438O2MRT), ,lactose monohydrate (UNII: EWQ57Q8I5X), ,magnesium stearate (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,"Polyethylene Glycol, Unspecified (UNII: 3WJQ0SDW1A)", ,"STARCH, CORN (UNII: O8232NY3SJ)", ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,titanium dioxide (UNII: 15FIX9V2JP), ,30 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOX;10 in 1 DOSE PACK; Type 0: Not a Combination Product;3 in 1 BOX;1 in 1 DOSE PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),4 mg,ANHYDROUS LACTOSE (UNII: 3SY5LH9PMK), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,,,,,10 in 1 DOSE PACK;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),8 mg,ANHYDROUS LACTOSE (UNII: 3SY5LH9PMK), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,POLYSORBATE 80 (UNII: 6OZP39ZG8H), ,FERRIC OXIDE YELLOW (UNII: EX438O2MRT), ,,,10 in 1 DOSE PACK;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON (UNII: 4AF302ESOS) (ONDANSETRON - UNII:4AF302ESOS),4 mg,ASPARTAME (UNII: Z0H242BBR1), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSCARMELLOSE SODIUM (UNII: M28OL1HH48), ,GLYCERYL DISTEARATE (UNII: 73071MW2KM), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MANNITOL (UNII: 3OWL53L36A), ,TALC (UNII: 7SEV7J4R1U), ,,,,,,,3 in 1 DOSE PACK;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON (UNII: 4AF302ESOS) (ONDANSETRON - UNII:4AF302ESOS),8 mg,ASPARTAME (UNII: Z0H242BBR1), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSCARMELLOSE SODIUM (UNII: M28OL1HH48), ,GLYCERYL DISTEARATE (UNII: 73071MW2KM), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MANNITOL (UNII: 3OWL53L36A), ,TALC (UNII: 7SEV7J4R1U), ,,,,,,,3 in 1 DOSE PACK;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;1 in 1 DOSE PACK;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),4 mg,ANHYDROUS LACTOSE (UNII: 3SY5LH9PMK), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,TRIACETIN (UNII: XHX3C3X673), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,HYPROMELLOSE 2910 (6 MPA.S) (UNII: 0WZ8WG20P6), ,,,,,,,30 in 1 BOTTLE; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),8 mg,ANHYDROUS LACTOSE (UNII: 3SY5LH9PMK), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,TRIACETIN (UNII: XHX3C3X673), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,HYPROMELLOSE 2910 (6 MPA.S) (UNII: 0WZ8WG20P6), ,FERRIC OXIDE YELLOW (UNII: EX438O2MRT), ,,,,,30 in 1 BOTTLE; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,Ondansetron Hydrochloride (UNII: NMH84OZK2B) (Ondansetron - UNII:4AF302ESOS),4 mg,"lactose, unspecified form (UNII: J2B2A4N98G)", ,magnesium stearate (UNII: 70097M6I30), ,microcrystalline cellulose (UNII: OP1R32D61U), ,"polyvinyl alcohol, unspecified (UNII: 532B59J990)", ,"polyethylene glycol, unspecified (UNII: 3WJQ0SDW1A)", ,"starch, corn (UNII: O8232NY3SJ)", ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,ferric oxide yellow (UNII: EX438O2MRT), ,,,1 in 1 CARTON;3 in 1 BLISTER PACK; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;1 in 1 CARTON;100 in 1 BLISTER PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,Ondansetron Hydrochloride (UNII: NMH84OZK2B) (Ondansetron - UNII:4AF302ESOS),8 mg,"lactose, unspecified form (UNII: J2B2A4N98G)", ,magnesium stearate (UNII: 70097M6I30), ,microcrystalline cellulose (UNII: OP1R32D61U), ,"polyvinyl alcohol, unspecified (UNII: 532B59J990)", ,"polyethylene glycol, unspecified (UNII: 3WJQ0SDW1A)", ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,,,,,,,1 in 1 CARTON;3 in 1 BLISTER PACK; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;1 in 1 CARTON;100 in 1 BLISTER PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,ORAL,Ondansetron Hydrochloride (UNII: NMH84OZK2B) (Ondansetron - UNII:4AF302ESOS),24 mg,"lactose, unspecified form (UNII: J2B2A4N98G)", ,magnesium stearate (UNII: 70097M6I30), ,microcrystalline cellulose (UNII: OP1R32D61U), ,"polyvinyl alcohol, unspecified (UNII: 532B59J990)", ,"polyethylene glycol, unspecified (UNII: 3WJQ0SDW1A)", ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,FD&C blue no. 2 (UNII: L06K8R7DQK), ,aluminum oxide (UNII: LMI26O6933), ,ferric oxide red (UNII: 1K09F3G675), ,1 in 1 CARTON;1 in 1 BLISTER PACK; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,"INTRAVENOUS, INTRAMUSCULAR",ONDANSETRON (UNII: 4AF302ESOS) (ONDANSETRON - UNII:4AF302ESOS),2 mg  in 1 mL,SODIUM CHLORIDE (UNII: 451W47IQ8X), ,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP), ,METHYLPARABEN (UNII: A2I8C7HI9T), ,PROPYLPARABEN (UNII: Z8IX2SC1OH), ,TRISODIUM CITRATE DIHYDRATE (UNII: B22547B95K), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,20 mL in 1 VIAL; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,"INTRAVENOUS, INTRAMUSCULAR",ONDANSETRON (UNII: 4AF302ESOS) (ONDANSETRON - UNII:4AF302ESOS),2 mg  in 1 mL,SODIUM CHLORIDE (UNII: 451W47IQ8X), ,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP), ,TRISODIUM CITRATE DIHYDRATE (UNII: B22547B95K), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,,,,,5 in 1 CARTON;2 mL in 1 VIAL; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,"INTRAVENOUS, INTRAMUSCULAR",ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),2 mg  in 1 mL,SODIUM CHLORIDE (UNII: 451W47IQ8X), ,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP), ,TRISODIUM CITRATE DIHYDRATE (UNII: B22547B95K), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,,,,,"25 in 1 CARTON;2 mL in 1 VIAL, SINGLE-USE; Type 0: Not a Combination Product;"
HUMAN PRESCRIPTION DRUG,"INTRAMUSCULAR, INTRAVENOUS",ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),2 mg  in 1 mL,SODIUM CHLORIDE (UNII: 451W47IQ8X),9 mg  in 1 mL,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP),0.5 mg  in 1 mL,TRISODIUM CITRATE DIHYDRATE (UNII: B22547B95K),0.25 mg  in 1 mL,WATER (UNII: 059QF0KO0R), ,,,,,,,,,,,,,25 in 1 CARTON;2 mL in 1 VIAL; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,"INTRAMUSCULAR, INTRAVENOUS",ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),2 mg  in 1 mL,SODIUM CHLORIDE (UNII: 451W47IQ8X),9 mg  in 1 mL,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP),0.5 mg  in 1 mL,SODIUM CITRATE (UNII: 1Q73Q2JULR),0.25 mg  in 1 mL,,,,,,,,,,,,,,,25 in 1 CARTON;2 mL in 1 VIAL; Type 0: Not a Combination Product;
HUMAN PRESCRIPTION DRUG,"INTRAMUSCULAR, INTRAVENOUS",ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),2 mg  in 1 mL,SODIUM CHLORIDE (UNII: 451W47IQ8X),8.3 mg  in 1 mL,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP),0.5 mg  in 1 mL,SODIUM CITRATE (UNII: 1Q73Q2JULR),0.25 mg  in 1 mL,METHYLPARABEN (UNII: A2I8C7HI9T),1.2 mg  in 1 mL,PROPYLPARABEN (UNII: Z8IX2SC1OH),0.15 mg  in 1 mL,,,,,,,,,,,1 in 1 CARTON;20 mL in 1 VIAL; Type 0: Not a Combination Product;
BULK INGREDIENT,NOT APPLICABLE,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON HYDROCHLORIDE - UNII:NMH84OZK2B),1 g  in 1 g,,,,,,,,,,,,,,,,,,,,,250 g in 1 JAR;
HUMAN PRESCRIPTION DRUG,INTRAVENOUS,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),32 mg  in 50 mL,DEXTROSE (UNII: IY9XDZ35W2),2.5 g  in 50 mL,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP),26 mg  in 50 mL,SODIUM CITRATE (UNII: 1Q73Q2JULR),11.5 mg  in 50 mL,WATER (UNII: 059QF0KO0R), ,,,,,,,,,,,,,6 in 1 CASE;50 mL in 1 BAG;
HUMAN PRESCRIPTION DRUG,"INTRAMUSCULAR, INTRAVENOUS",ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),2 mg  in 1 mL,SODIUM CHLORIDE (UNII: 451W47IQ8X),8.3 mg  in 1 mL,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP),0.5 mg  in 1 mL,TRISODIUM CITRATE DIHYDRATE (UNII: B22547B95K),0.25 mg  in 1 mL,METHYLPARABEN (UNII: A2I8C7HI9T),1.2 mg  in 1 mL,PROPYLPARABEN (UNII: Z8IX2SC1OH),0.15 mg  in 1 mL,WATER (UNII: 059QF0KO0R), ,,,,,,,,,"1 in 1 CARTON;20 mL in 1 VIAL, MULTI-DOSE; Type 0: Not a Combination Product;5 in 1 CARTON;2 mL in 1 VIAL, SINGLE-DOSE; Type 0: Not a Combination Product;"
HUMAN PRESCRIPTION DRUG,INTRAVENOUS,ONDANSETRON HYDROCHLORIDE (UNII: NMH84OZK2B) (ONDANSETRON - UNII:4AF302ESOS),2 mg  in 1 mL,SODIUM CHLORIDE (UNII: 451W47IQ8X), ,CITRIC ACID MONOHYDRATE (UNII: 2968PHW8QP), ,SODIUM CITRATE (UNII: 1Q73Q2JULR), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,,,,,5 in 1 CARTON;2 mL in 1 VIAL; Type 0: Not a Combination Product;25 in 1 CARTON;2 mL in 1 VIAL; Type 0: Not a Combination Product;10 in 1 CARTON;2 mL in 1 VIAL; Type 0: Not a Combination Product;
